brandName,providerName,locationName,line1,postCode,"Publication Date",serviceName,"Key Question","Latest Rating"
-,"Victorguard Care plc","Laurel Bank Care Home","Main Street","BD15 0JR",2017-10-27,Overall,Overall,Inadequate
-,"Viewpark Care Home Ltd","Viewpark Care Home Limited","685 Moston Lane","M40 5QD",2017-09-20,Overall,Overall,Inadequate
-,"Vijay Enterprises Limited","Tolverth House","Long Rock","TR20 8JQ",2017-06-29,Overall,Overall,Inadequate
-,"Vincentian Care Plus","Vincentian Care Plus","2 Grosvenor Gardens","SW1W 0DH",2017-10-25,Overall,Overall,Inadequate
-,"Vishomil Limited","St Winifred's Nursing Home","89 Crowtrees Lane","HD6 3LR",2018-02-01,Overall,Overall,Inadequate
-,"Vivo Care Choices Limited","Curzon House","Curzon Street","CH4 8BP",2017-12-05,Overall,Overall,Inadequate
-,"Walsall Healthcare NHS Trust","Manor Hospital","Moat Road","WS2 9PS",2017-12-20,"Maternity and gynaecology",Overall,Inadequate
-,"Warwick Park House Limited","Warwick Park Care Home","17 Butt Park Road","PL5 3NW",2018-01-19,Overall,Overall,Inadequate
-,"Waterfall House Ltd","Seaforth Lodge","Carlton Road","N11 3EX",2017-10-24,Overall,Overall,Inadequate
-,"Wellmun Care Limited","Two Gates House","40-44 Two Gates Lane","B63 2LJ",2017-09-14,Overall,Overall,Inadequate
-,"Wensum Valley Medical Practice","Wensum Valley Medical Practice West Earlham Health Centre","West Earlham Health Centre","NR5 8AD",2017-09-28,"Families, children and young people",Overall,Inadequate
-,"Wensum Valley Medical Practice","Wensum Valley Medical Practice West Earlham Health Centre","West Earlham Health Centre","NR5 8AD",2017-09-28,"Older people",Overall,Inadequate
-,"Wensum Valley Medical Practice","Wensum Valley Medical Practice West Earlham Health Centre","West Earlham Health Centre","NR5 8AD",2017-09-28,Overall,Overall,Inadequate
-,"Wensum Valley Medical Practice","Wensum Valley Medical Practice West Earlham Health Centre","West Earlham Health Centre","NR5 8AD",2017-09-28,"People experiencing poor mental health (including people with dementia)",Overall,Inadequate
-,"Wensum Valley Medical Practice","Wensum Valley Medical Practice West Earlham Health Centre","West Earlham Health Centre","NR5 8AD",2017-09-28,"People whose circumstances may make them vulnerable",Overall,Inadequate
-,"Wensum Valley Medical Practice","Wensum Valley Medical Practice West Earlham Health Centre","West Earlham Health Centre","NR5 8AD",2017-09-28,"People with long term conditions",Overall,Inadequate
-,"Wensum Valley Medical Practice","Wensum Valley Medical Practice West Earlham Health Centre","West Earlham Health Centre","NR5 8AD",2017-09-28,"Working age people (including those recently retired and students)",Overall,Inadequate
-,"West Berkshire Council",Birchwood,"Birchwood Road","RG14 2PP",2017-11-24,Overall,Overall,Inadequate
-,"West End Partnership","West End Surgery","19 Chilwell Road","NG9 1EH",2017-12-14,"Families, children and young people",Overall,Inadequate
-,"West End Partnership","West End Surgery","19 Chilwell Road","NG9 1EH",2017-12-14,"Older people",Overall,Inadequate
-,"West End Partnership","West End Surgery","19 Chilwell Road","NG9 1EH",2017-12-14,Overall,Overall,Inadequate
-,"West End Partnership","West End Surgery","19 Chilwell Road","NG9 1EH",2017-12-14,"People experiencing poor mental health (including people with dementia)",Overall,Inadequate
-,"West End Partnership","West End Surgery","19 Chilwell Road","NG9 1EH",2017-12-14,"People whose circumstances may make them vulnerable",Overall,Inadequate
-,"West End Partnership","West End Surgery","19 Chilwell Road","NG9 1EH",2017-12-14,"People with long term conditions",Overall,Inadequate
-,"West End Partnership","West End Surgery","19 Chilwell Road","NG9 1EH",2017-12-14,"Working age people (including those recently retired and students)",Overall,Inadequate
-,"West Hertfordshire Hospitals NHS Trust","Hemel Hempstead General Hospital","Hillfield Road","HP2 4AD",2017-03-01,"Medical care (Including older people's care)",Overall,Inadequate
-,"West Hertfordshire Hospitals NHS Trust","Watford General Hospital","Vicarage Road","WD18 0HB",2018-01-10,"Urgent and emergency services (A&E)",Overall,Inadequate
-,"Weston Area Health NHS Trust","Weston General Hospital","Grange Road, Uphill","BS23 4TQ",2015-08-26,"Medical care",Overall,Inadequate
-,"Weston Area Health NHS Trust","Weston General Hospital","Grange Road, Uphill","BS23 4TQ",2017-06-14,"Urgent and emergency services (A&E)",Overall,Inadequate
-,"Westwood Homecare (North West) Limited","Sedgeborough House","47 Sedgeborough Road","M16 7EU",2017-09-02,Overall,Overall,Inadequate
-,"Wilmslow Road Surgery","Wilmslow Road Surgery","Wilmslow Road Medical Centre","M14 5LQ",2017-06-22,"Families, children and young people",Overall,Inadequate
-,"Wilmslow Road Surgery","Wilmslow Road Surgery","Wilmslow Road Medical Centre","M14 5LQ",2017-06-22,"Older people",Overall,Inadequate
-,"Wilmslow Road Surgery","Wilmslow Road Surgery","Wilmslow Road Medical Centre","M14 5LQ",2017-06-22,Overall,Overall,Inadequate
-,"Wilmslow Road Surgery","Wilmslow Road Surgery","Wilmslow Road Medical Centre","M14 5LQ",2017-06-22,"People experiencing poor mental health (including people with dementia)",Overall,Inadequate
-,"Wilmslow Road Surgery","Wilmslow Road Surgery","Wilmslow Road Medical Centre","M14 5LQ",2017-06-22,"People whose circumstances may make them vulnerable",Overall,Inadequate
-,"Wilmslow Road Surgery","Wilmslow Road Surgery","Wilmslow Road Medical Centre","M14 5LQ",2017-06-22,"People with long term conditions",Overall,Inadequate
-,"Wilmslow Road Surgery","Wilmslow Road Surgery","Wilmslow Road Medical Centre","M14 5LQ",2017-06-22,"Working age people (including those recently retired and students)",Overall,Inadequate
-,"Woodlands Manor Care Home Limited","Woodlands Manor Care Home Limited","Ruffet Road","BS36 1AN",2017-08-18,Overall,Overall,Inadequate
-,"Worcestershire Acute Hospitals NHS Trust","Alexandra Hospital","Woodrow Drive","B98 7UB",2017-06-20,"Outpatients and diagnostic imaging",Overall,Inadequate
-,"Worcestershire Acute Hospitals NHS Trust","Alexandra Hospital","Woodrow Drive","B98 7UB",2017-06-20,Surgery,Overall,Inadequate
-,"Worcestershire Acute Hospitals NHS Trust","Alexandra Hospital","Woodrow Drive","B98 7UB",2018-01-17,Overall,Overall,Inadequate
-,"Worcestershire Acute Hospitals NHS Trust","Kidderminster Hospital and Treatment Centre","Bewdley Road","DY11 6RJ",2017-06-20,"Minor injuries unit",Overall,Inadequate
-,"Worcestershire Acute Hospitals NHS Trust","Kidderminster Hospital and Treatment Centre","Bewdley Road","DY11 6RJ",2017-06-20,"Outpatients and diagnostic imaging",Overall,Inadequate
-,"Worcestershire Acute Hospitals NHS Trust","Kidderminster Hospital and Treatment Centre","Bewdley Road","DY11 6RJ",2017-06-20,Overall,Overall,Inadequate
-,"Worcestershire Acute Hospitals NHS Trust","Worcestershire Royal Hospital","Charles Hastings Way","WR5 1DD",2017-06-20,"Outpatients and diagnostic imaging",Overall,Inadequate
-,"Worcestershire Acute Hospitals NHS Trust","Worcestershire Royal Hospital","Charles Hastings Way","WR5 1DD",2017-06-20,"Services for children & young people",Overall,Inadequate
-,"Worcestershire Acute Hospitals NHS Trust","Worcestershire Royal Hospital","Charles Hastings Way","WR5 1DD",2018-01-17,Overall,Overall,Inadequate
-,"Worcestershire Acute Hospitals NHS Trust","Worcestershire Royal Hospital","Charles Hastings Way","WR5 1DD",2018-01-17,"Urgent and emergency services (A&E)",Overall,Inadequate
"Abbey Healthcare","Abbey Healthcare (Kendal) Limited","Heron Hill Care Home","Valley Drive","LA9 7SE",2017-08-11,Overall,Overall,Inadequate
"Abbey Healthcare","Trees Park (Kenyon) Limited","Kenyon Lodge","99 Manchester Road West","M38 9DX",2017-12-01,Overall,Overall,Inadequate
Acadia,"Amore Elderly Care Limited","Atkinson Court Care Home","Ings Road","LS9 9EJ",2017-11-21,Overall,Overall,Inadequate
Acadia,"Amore Elderly Care Limited","Coundon Manor Care Home","1 Foster Road","CV6 3BH",2017-12-06,Overall,Overall,Inadequate
Acadia,"Amore Elderly Care Limited","Dalton Court Care Home","Europe Way","CA13 0RJ",2018-01-27,Overall,Overall,Inadequate
Acadia,"Craegmoor Homes Limited","Craegmoor Supporting You in the South East","122 Coast Drive","TN28 8NR",2017-09-05,Overall,Overall,Inadequate
Acadia,"Harbour Care (UK) Limited","Coral House","15 Alder Hills","BH12 4AJ",2018-01-04,Overall,Overall,Inadequate
Acadia,"Parkcare Homes (No.2) Limited","Windsor House","18-20 St Mildreds Road","CT8 8RE",2017-06-28,Overall,Overall,Inadequate
Agincare,"Cheriton Care Centre Limited","Badbury Care Home","8 Weymouth Avenue","DT1 2EN",2017-09-19,Overall,Overall,Inadequate
Agincare,"Cheriton Care Centre Limited","Maumbury Care Home","10 Weymouth Avenue","DT1 2EN",2017-08-22,Overall,Overall,Inadequate
"Akari Care Limited","Akari Care Limited","Bridge View","Ashington Drive","NE62 5JF",2017-10-31,Overall,Overall,Inadequate
"Akari Care Limited","Akari Care Limited","Wordsworth House","Clayton Road","NE2 1TL",2018-01-09,Overall,Overall,Inadequate
"Allied Healthcare","Nestor Primecare Services Limited","Primecare - Primary Care - Birmingham","Crystal Court, Aston Cross Business Park","B6 5RH",2017-07-27,Overall,Overall,Inadequate
"Alphonsus Care Services","Alphonsus Services Limited","Charles House","257 Birchfield Road","B20 3DG",2018-01-27,Overall,Overall,Inadequate
"Anchor Trust","Anchor Trust","Maple Tree Court","140 Gloucester Road","ST7 1EL",2017-09-19,Overall,Overall,Inadequate
"Ark Health","Ark Home Healthcare Limited","Ark Home Healthcare Halifax","Suite 5.1 Holmfield Mill","HX3 6SN",2017-11-11,Overall,Overall,Inadequate
"Astonbrook Care","Byron Lodge (West Melton) Limited","Byron Lodge Care Home","Dryden Road","S63 6EN",2018-01-04,Overall,Overall,Inadequate
"Astonbrook Care","Nethercrest Care Centre (Dudley) Limited","Nethercrest Nursing Home","Brewster Street","DY2 0PH",2017-11-24,Overall,Overall,Inadequate
"Astonbrook Care","Nethercrest Care Centre (Dudley) Limited","Nethercrest Residential Home","Brewster Street","DY2 0PH",2017-12-13,Overall,Overall,Inadequate
"BUPA Group","Bupa Care Homes (ANS) Limited","Carnarvon Care Home","22-24 Carnarvon Road","CO15 6QF",2016-11-22,Overall,Overall,Inadequate
"BUPA Group","Bupa Care Homes (ANS) Limited","Fountains Lodge Care Home","13-17 London Road","TN4 0RJ",2017-12-05,Overall,Overall,Inadequate
"BUPA Group","Bupa Care Homes (GL) Limited","Burley Hall Care Home","Corn Mill Lane","LS29 7DP",2017-11-28,Overall,Overall,Inadequate
"BUPA Group","Bupa Care Homes (GL) Limited","Cleveland House Care Home","2 Cleveland Road","HD1 4PN",2017-10-03,Overall,Overall,Inadequate
"Barchester Healthcare","Barchester Healthcare Homes Limited",Bloomfield,"Salisbury Road","BS39 7BD",2017-12-06,Overall,Overall,Inadequate
"Barchester Healthcare","Barchester Healthcare Homes Limited","Hilderstone Hall",Hilderstone,"ST15 8SQ",2018-01-13,Overall,Overall,Inadequate
"Barchester Healthcare","Barchester Healthcare Homes Limited","Kingsland House","Kingsland Close","BN43 6LT",2017-11-16,Overall,Overall,Inadequate
"Barchester Healthcare","Barchester Healthcare Homes Limited","Stamford Bridge Beaumont","Buttercrambe Road","YO41 1AJ",2017-11-14,Overall,Overall,Inadequate
"Bluebird Care","Kendrick Haylings & Jones Limited","Bluebird Care Hurley Office","Camp Farm Barn","CV9 2JF",2017-11-17,Overall,Overall,Inadequate
Bondcare,"Loven Larchwood Limited","Larchwood Nursing and Residential Home","133 Yarmouth Road","NR7 0RF",2018-01-10,Overall,Overall,Inadequate
"Burlington Care","Burlington Care Limited","The Elms",Lowgate,"HU7 4US",2017-10-18,Overall,Overall,Inadequate
"Cambian Healthcare Limited","CAS Care Services Limited","Broughton Lodge","London Road","SK11 0JG",2017-09-06,Overall,Overall,Inadequate
"Capital Care Group","Weston Park Care Limited","Weston Park Care Home","Moss Lane","SK11 7XE",2018-01-16,Overall,Overall,Inadequate
"Care Living","Shaftesbury Care GRP Limited","Hamilton House","6 Drayton Lane","PO6 1HG",2017-10-17,Overall,Overall,Inadequate
"Care UK","Care UK Community Partnerships Ltd","Harry Sotnick House","Cranleigh Avenue","PO1 5LU",2017-11-04,Overall,Overall,Inadequate
"Care UK","Care UK Community Partnerships Ltd","Milner House","Ermyn Way","KT22 8TX",2018-01-23,Overall,Overall,Inadequate
"Care UK","Care UK Community Partnerships Ltd",Whitebourne,"Burleigh Road","GU16 7EP",2017-08-31,Overall,Overall,Inadequate
"Care UK","Community Health Services Limited","Station House","Victoria Avenue","CW2 7SF",2017-09-22,Overall,Overall,Inadequate
"Care Worldwide","Care Worldwide (Carlton) Limited",Newbrook,"14 Carlton Avenue","WF10 4BZ",2017-11-09,Overall,Overall,Inadequate
Carewatch,"Carewatch Care Services Limited","Carewatch (St Helens)","Units 3 and 4","WA9 1UA",2017-07-28,Overall,Overall,Inadequate
"Caring Homes","Caring Homes Healthcare Group Limited","Southlands Place","33 Hastings Road","TN40 2HJ",2018-01-18,Overall,Overall,Inadequate
"City and County Healthcare Group","London Care Limited","London Care (Poole)","Trinidad Villiage","BH12 3ND",2017-11-04,Overall,Overall,Inadequate
"Community Integrated Care (CIC)","Community Integrated Care","Eccleston Court Care Home","Holme Road","WA10 5NW",2017-11-02,Overall,Overall,Inadequate
"Community Integrated Care (CIC)","Community Integrated Care","St Catherines Care Home","Barony Road","CW5 5QZ",2018-01-27,Overall,Overall,Inadequate
"Community Integrated Care (CIC)","Community Integrated Care","The Dell","55 Sibley Street","M18 8LN",2017-09-14,Overall,Overall,Inadequate
"Cornwall Care Limited","Cornwall Care Limited",Blackwood,Roskear,"TR14 8BA",2018-01-16,Overall,Overall,Inadequate
"Cumbria Care","Cumbria County Council","Cavendish House","Elizabeth Street","CA14 4DA",2016-07-29,Overall,Overall,Inadequate
"Cygnet Health Care","Cygnet Surrey Limited","Cygnet Hospital Woking","Redding Way","GU21 2QS",2017-10-13,"Child and adolescent mental health wards",Overall,Inadequate
"Cygnet Health Care","Cygnet Surrey Limited","Cygnet Hospital Woking","Redding Way","GU21 2QS",2017-10-13,Overall,Overall,Inadequate
"Elysium Healthcare","Elysium Healthcare Limited","Spring Wood Lodge","1 Town Gate Close","LS20 9PQ",2017-11-15,"Long stay/rehabilitation mental health wards for working age adults",Overall,Inadequate
"Elysium Healthcare","Elysium Healthcare Limited","Spring Wood Lodge","1 Town Gate Close","LS20 9PQ",2017-11-15,Overall,Overall,Inadequate
"Excelcare Holdings","Ashlyn Healthcare Limited",Ashlyn,"Vicarage Wood","CM20 3HD",2017-09-08,Overall,Overall,Inadequate
"Four Seasons Group","County Healthcare Limited","Courtenay House Care Home","Fakenham Road","PE32 2PF",2017-10-20,Overall,Overall,Inadequate
"Four Seasons Group","Four Seasons (Evedale) Limited","The Oaks and Little Oaks","172 London Road","NG24 3JF",2017-08-02,Overall,Overall,Inadequate
"Four Seasons Group","Four Seasons (No 7) Limited","Morecambe Bay Care Home","Gleaneagles Drive","LA4 5BN",2017-08-10,Overall,Overall,Inadequate
"Four Seasons Group","Four Seasons (No 9) Limited","Bon Accord","79-81 Church Road","BN3 4BB",2017-07-14,Overall,Overall,Inadequate
"Four Seasons Group","Four Seasons (No 9) Limited","Cypress Court","Broad Street","CW1 3DH",2017-12-06,Overall,Overall,Inadequate
"Four Seasons Group","Four Seasons Health Care (England) Limited","Westroyd Care Home","Tickow Lane","LE12 9LY",2018-01-24,Overall,Overall,Inadequate
"Four Seasons Group","Irvine Care Limited","Chiltern Court Care Home","Aylesbury Road","HP22 6BD",2018-01-13,Overall,Overall,Inadequate
"Four Seasons Group","Laudcare Limited","Blackwell Vale Care Home","Durdar Road","CA2 4SE",2017-12-12,Overall,Overall,Inadequate
"Four Seasons Group","Laudcare Limited","Millbrow Care Home",Millbrow,"WA8 6QT",2017-10-12,Overall,Overall,Inadequate
"Four Seasons Group","Tamaris Healthcare (England) Limited","Southfield Court Care Home","Southfield Road","HD5 8RZ",2017-09-12,Overall,Overall,Inadequate
"Guinness Care and Support Limited","Guinness Care and Support Limited","Greenhill Residential Home","Priscott Way","TQ12 3QT",2017-12-06,Overall,Overall,Inadequate
"HC-One Limited","HC-One Limited","Ash Grange Nursing Home","80 Valley Road","WS3 3ER",2017-10-04,Overall,Overall,Inadequate
"HC-One Limited","HC-One Limited","Maple Court Nursing Home","Rotherwood Drive","ST17 9AF",2017-11-22,Overall,Overall,Inadequate
"HC-One Limited","HC-One Limited","Overdene House","John Street","CW7 1HJ",2017-08-02,Overall,Overall,Inadequate
"HC-One Limited","HC-One Limited","Stoneyford Care Home","Stoneyford Road","NG17 2DR",2018-01-26,Overall,Overall,Inadequate
"HC-One Limited","HC-One Oval Limited","Cold Springs Park Care Home","Cold Springs Park","CA11 8EY",2017-10-31,Overall,Overall,Inadequate
"HC-One Limited","HC-One Oval Limited","Greengables Care Home","54 Sandbach Road","CW12 4LW",2017-11-25,Overall,Overall,Inadequate
"HC-One Limited","HC-One Oval Limited","Summerville Care Home","Hill Top Road","WA4 2EF",2017-09-19,Overall,Overall,Inadequate
"HC-One Limited","Meridian Healthcare Limited","Augustus Court","Church Gardens","LS25 1HG",2018-01-13,Overall,Overall,Inadequate
"HC-One Limited","Meridian Healthcare Limited","Yew Trees","Yew Trees Lane","SK16 5BJ",2017-10-11,Overall,Overall,Inadequate
"Harbour Healthcare","Harbour Healthcare Ltd","Devonshire House and Lodge","Woolwell Road","PL6 7JW",2017-06-29,Overall,Overall,Inadequate
"Health Care Homes Group Limited","Healthcare Homes (LSC) Limited","Cedar Court Care Home","60 Moorland Road","OX28 6LG",2017-12-22,Overall,Overall,Inadequate
"Health Care Homes Group Limited","Healthcare Homes Group Limited","Overbury House Nursing and Residential Home","Overbury House","NR12 8TH",2017-11-24,Overall,Overall,Inadequate
"Healthcare Management Solutions","High Trees Care Limited","River View Care Home","River View","TQ6 9JR",2018-01-17,Overall,Overall,Inadequate
"Healthcare Management Solutions","Sahara Parkside Limited","Sahara Parkside","101-113 Longbridge Road","IG11 8TA",2018-01-06,Overall,Overall,Inadequate
"Heritage Care","Heritage Care Limited","Holmers House","Holmers Farm Way","HP12 4PU",2018-01-16,Overall,Overall,Inadequate
"IMH Medical","Chessel Practice","Chessel Practice","Sullivan Road","SO19 0HS",2017-09-14,"Families, children and young people",Overall,Inadequate
"IMH Medical","Chessel Practice","Chessel Practice","Sullivan Road","SO19 0HS",2017-09-14,"Older people",Overall,Inadequate
"IMH Medical","Chessel Practice","Chessel Practice","Sullivan Road","SO19 0HS",2017-09-14,Overall,Overall,Inadequate
"IMH Medical","Chessel Practice","Chessel Practice","Sullivan Road","SO19 0HS",2017-09-14,"People experiencing poor mental health (including people with dementia)",Overall,Inadequate
"IMH Medical","Chessel Practice","Chessel Practice","Sullivan Road","SO19 0HS",2017-09-14,"People whose circumstances may make them vulnerable",Overall,Inadequate
"IMH Medical","Chessel Practice","Chessel Practice","Sullivan Road","SO19 0HS",2017-09-14,"People with long term conditions",Overall,Inadequate
"IMH Medical","Chessel Practice","Chessel Practice","Sullivan Road","SO19 0HS",2017-09-14,"Working age people (including those recently retired and students)",Overall,Inadequate
"IMH Medical","Longfleet House Surgery","Longfleet House Surgery","56 Longfleet Road","BH15 2JD",2017-11-21,"Families, children and young people",Overall,Inadequate
"IMH Medical","Longfleet House Surgery","Longfleet House Surgery","56 Longfleet Road","BH15 2JD",2017-11-21,"Older people",Overall,Inadequate
"IMH Medical","Longfleet House Surgery","Longfleet House Surgery","56 Longfleet Road","BH15 2JD",2017-11-21,"People experiencing poor mental health (including people with dementia)",Overall,Inadequate
"IMH Medical","Longfleet House Surgery","Longfleet House Surgery","56 Longfleet Road","BH15 2JD",2017-11-21,"People whose circumstances may make them vulnerable",Overall,Inadequate
"IMH Medical","Longfleet House Surgery","Longfleet House Surgery","56 Longfleet Road","BH15 2JD",2017-11-21,"People with long term conditions",Overall,Inadequate
"IMH Medical","Longfleet House Surgery","Longfleet House Surgery","56 Longfleet Road","BH15 2JD",2017-11-21,"Working age people (including those recently retired and students)",Overall,Inadequate
"IMH Medical","Longfleet House Surgery","Longfleet House Surgery","56 Longfleet Road","BH15 2JD",2018-01-10,Overall,Overall,Inadequate
"Ideal Care Homes","Ideal Carehomes (Number One) Limited","Ashworth Grange",Ashworth,"WF13 2SU",2017-12-22,Overall,Overall,Inadequate
"Ideal Care Homes","Ideal Carehomes (Number One) Limited","Bowbridge Court","Bowbridge Road","NG24 4DF",2017-07-05,Overall,Overall,Inadequate
"Ideal Care Homes","Ideal Carehomes (Number One) Limited","Hambleton Grange","Station Road","YO7 1QH",2017-08-01,Overall,Overall,Inadequate
"Key Change Care","Keychange Charity","Keychange Charity The Mount Care Home","7 Lipson Terrace","PL4 7PR",2017-08-30,Overall,Overall,Inadequate
"LRH Homes","London Residential Healthcare Limited","Chestnut House Nursing Home","Chestnut Road","DT2 9FN",2018-01-24,Overall,Overall,Inadequate
"Leonard Cheshire Disability","Leonard Cheshire Disability","John Masefield - Care Home with Nursing Physical Disabilities","Burcot Brook","OX14 3DP",2017-11-15,Overall,Overall,Inadequate
"Leonard Cheshire Disability","Leonard Cheshire Disability","The Regent","The Regent","CA11 8ET",2017-12-06,Overall,Overall,Inadequate
"MPS Care Group","Excelsior Health Care Limited","Stanton Hall Care Home","Main Street","DE7 4QH",2017-11-15,Overall,Overall,Inadequate
Majesticare,"Majesticare (Oak Lodge) Limited","Oak Lodge Care Home","Lordsleaze Lane","TA20 2HN",2017-11-17,Overall,Overall,Inadequate
"Maria Mallaband Care Group","Acer Healthcare Operations Limited","Appletree Court Care Home","158 Burnt Oak Broadway","HA8 0AX",2017-12-15,Overall,Overall,Inadequate
Mauricare,"Mauricare Limited","Ashview House Residential Care Home","Aynsleys Drive","ST11 9HJ",2017-11-10,Overall,Overall,Inadequate
Mauricare,"Mauricare Limited","Aston Manor","Moorlands Road","WF13 2LF",2017-10-17,Overall,Overall,Inadequate
"Minster Care Group","Minster Care Management Limited","Woodlands Court Care Home","Ash Lane","WN2 1EZ",2017-08-15,Overall,Overall,Inadequate
"One Medical Group","One Medicare Ltd","Circuit Lane Surgery","53 Circuit Lane","RG30 3AN",2017-04-06,"Families, children and young people",Overall,Inadequate
"One Medical Group","One Medicare Ltd","Circuit Lane Surgery","53 Circuit Lane","RG30 3AN",2017-04-06,"Older people",Overall,Inadequate
"One Medical Group","One Medicare Ltd","Circuit Lane Surgery","53 Circuit Lane","RG30 3AN",2017-04-06,Overall,Overall,Inadequate
"One Medical Group","One Medicare Ltd","Circuit Lane Surgery","53 Circuit Lane","RG30 3AN",2017-04-06,"People experiencing poor mental health (including people with dementia)",Overall,Inadequate
"One Medical Group","One Medicare Ltd","Circuit Lane Surgery","53 Circuit Lane","RG30 3AN",2017-04-06,"People whose circumstances may make them vulnerable",Overall,Inadequate
"One Medical Group","One Medicare Ltd","Circuit Lane Surgery","53 Circuit Lane","RG30 3AN",2017-04-06,"People with long term conditions",Overall,Inadequate
"One Medical Group","One Medicare Ltd","Circuit Lane Surgery","53 Circuit Lane","RG30 3AN",2017-04-06,"Working age people (including those recently retired and students)",Overall,Inadequate
"Only Care","Only Care Limited","Rosewood Court","175 London Road","LU6 3DX",2017-11-03,Overall,Overall,Inadequate
"Optima Care Partnership","Mr Paul Bliss","Leonard Elms Care Home","Brinsea Road","BS49 5JH",2017-10-05,Overall,Overall,Inadequate
"Orchard Care Homes","Indigo Care Services Limited","Green Park Care Home","Southwold Crescent","WA5 3JS",2017-07-01,Overall,Overall,Inadequate
"Orchard Care Homes","Indigo Care Services Limited","Paddock Stile Manor","Philadelphia Lane","DH4 4ES",2017-10-28,Overall,Overall,Inadequate
"Orchard Care Homes","Orchard Care Homes.Com Limited","Thornton Hall and Lodge","16-18 Tanhouse Road","L23 1UB",2017-12-08,Overall,Overall,Inadequate
"Partnership Support Group","The Lady Verdin Trust Limited","The Lady Verdin Trust - Claremont","115-117 Valley Road","CW2 8LL",2017-11-14,Overall,Overall,Inadequate
"Pearl Jackson","ADL Plc","Allambie Court","55 Hinckley Road","CV11 6LG",2018-01-23,Overall,Overall,Inadequate
"Pearl Jackson","Oakhurst Court Limited","Oakhurst Court Nursing Home","Tilburstow Hill Road","RH9 8JY",2017-11-01,Overall,Overall,Inadequate
"Porthaven Care Homes","Porthaven Care Homes LLP","Prestbury Care Home","West Park Drive","SK10 3GR",2017-09-14,Overall,Overall,Inadequate
"Potensial Limited","Potensial Limited","Avondale Lodge","6-7 Nelson Terrance","TS10 1RX",2017-10-24,Overall,Overall,Inadequate
"Potensial Limited","Supported Lives Services Ltd","Supported Lives","Rebecca House","BD1 2RX",2018-01-04,Overall,Overall,Inadequate
"Roseberry Care Centres","Roseberry Care Centres GB Limited","Dalewood View","The Dale","S8 0PS",2016-02-19,Overall,Overall,Inadequate
"Roseberry Care Centres","Roseberry Care Centres GB Limited","Stephenson Court","Station Road","NE12 9BQ",2017-12-01,Overall,Overall,Inadequate
"Royal Masonic Benevolent Institution","The Royal Masonic Benevolent Institution Care Company","Cadogan Court","Barley Lane","EX4 1TA",2017-12-29,Overall,Overall,Inadequate
"Rushcliffe Care Group","Rushcliffe Care Limited","Normanton Village View Nursing Home","101 Village Street","DE23 8DF",2017-12-23,Overall,Overall,Inadequate
"Sanctuary Care Limited","Sanctuary Care Limited","Highcroft Hall Residential Care Home","Old Fallings Lane","WV10 8BU",2017-10-21,Overall,Overall,Inadequate
"Satwinder Pawar","P.A.R. Nursing Homes Limited","Atherton Lodge","202 Pooltown Road","CH65 7ED",2017-08-10,Overall,Overall,Inadequate
"Sequence Care","Sequence Care Limited","Olive Eden Hospital","71 St Paul's Road","N17 0ND",2017-12-22,Overall,Overall,Inadequate
"Sequence Care","Sequence Care Limited","Olive Eden Hospital","71 St Paul's Road","N17 0ND",2017-12-22,"Wards for people with learning disabilities or autism",Overall,Inadequate
"Spire Healthcare Limited","Spire Healthcare Limited","Spire Wellesley Hospital","Eastern Avenue","SS2 4XH",2016-12-19,"Services for children & young people",Overall,Inadequate
"St Andrew's Healthcare","St Andrew's Healthcare","St Andrew's Healthcare - Mens Service","Billing Road","NN1 5DG",2017-08-07,"Forensic inpatient/secure wards",Overall,Inadequate
"St Andrew's Healthcare","St Andrew's Healthcare","St Andrew's Healthcare - Mens Service","Billing Road","NN1 5DG",2017-08-07,"Long stay/rehabilitation mental health wards for working age adults",Overall,Inadequate
"St Andrew's Healthcare","St Andrew's Healthcare","St Andrew's Healthcare - Mens Service","Billing Road","NN1 5DG",2017-08-07,Overall,Overall,Inadequate
"St Philips Care","St Philips Care Limited","Pine Trees Care Centre","15 Horsepool Road","TR27 5DZ",2017-12-20,Overall,Overall,Inadequate
Surecare,"Mr Roger Henry Pickford","Evoke Home Care","7 Passage Road","BS9 3HN",2017-11-24,Overall,Overall,Inadequate
"Sussex Health Care","SHC Clemsfold Group Limited","Orchard Lodge","Tylden House Dorking Road","RH12 3RZ",2017-09-27,Overall,Overall,Inadequate
"Swanton Care and Community","Swanton Care & Community Limited","Darwin Place","Southfield Road","TF13 6AT",2017-09-20,Overall,Overall,Inadequate
"Swanton Care and Community","Swanton Care & Community Limited","Swanton House Care Centre","Dereham Road","NR24 2QT",2018-01-13,Overall,Overall,Inadequate
"TLC Group","Camberley Care Limited","Camberley Manor","130 Deepcut Bridge Road","GU16 6SJ",2018-01-11,Overall,Overall,Inadequate
"The Fremantle Trust","The Fremantle Trust","Lent Rise House","Coulson Way","SL1 7NL",2018-02-01,Overall,Overall,Inadequate
"The Practice Surgeries","The Practice Surgeries Limited","The Sollershott Surgery","44 Sollershott East","SG6 3JW",2017-09-14,"Families, children and young people",Overall,Inadequate
"The Practice Surgeries","The Practice Surgeries Limited","The Sollershott Surgery","44 Sollershott East","SG6 3JW",2017-09-14,"Older people",Overall,Inadequate
